###############################################################
# Settings:
# de.lmu.ifi.dbs.elki.workflow.InputStep
# -db StaticArrayDatabase
# 
# de.lmu.ifi.dbs.elki.database.StaticArrayDatabase
# -dbc FileBasedDatabaseConnection
# 
# de.lmu.ifi.dbs.elki.datasource.FileBasedDatabaseConnection
# -dbc.in /Users/BOX/Desktop/OS/proj/z/Analysis/cluster/hd/COP.csv
# -dbc.parser DoubleVectorLabelParser
# 
# de.lmu.ifi.dbs.elki.datasource.parser.DoubleVectorLabelParser
# -parser.colsep \s+
# -parser.quote "
# -parser.labelIndices [unset]
# 
# de.lmu.ifi.dbs.elki.datasource.FileBasedDatabaseConnection
# -dbc.filter [unset]
# 
# de.lmu.ifi.dbs.elki.database.StaticArrayDatabase
# -db.index [unset]
# 
# de.lmu.ifi.dbs.elki.workflow.AlgorithmStep
# -algorithm clustering.EM
# 
# de.lmu.ifi.dbs.elki.algorithm.clustering.EM
# -em.k 3
# -em.delta 0.0
# -em.seed [unset]
# 
# de.lmu.ifi.dbs.elki.workflow.EvaluationStep
# -evaluator [unset]
###############################################################
# Cluster: Cluster 2
# Serialization class: de.lmu.ifi.dbs.elki.data.model.EMModel
# Cluster Mean: 0.4031655677341731 0.32235780066929964
# Mean: 0.4031655677341731 0.32235780066929964
# Covariance Matrix: [
#  [ 0.00002083, 0.00000115 ]
#  [ 0.00000115, 0.00004861 ]
# ]
ID=264 0.40261701056869653 0.3345149533176894 t03_SEC_1530
ID=265 0.40261701056869653 0.3318803249455122 t03_SEC_1560
ID=270 0.40261701056869653 0.3326263015811801 t03_SEC_1710
ID=271 0.40890790135883237 0.31916369859845506 t03_SEC_1740
ID=268 0.40261701056869653 0.30861266736302345 t03_SEC_1650
ID=269 0.40261701056869653 0.32062181199902845 t03_SEC_1680
ID=30 0.4026227999539859 0.32601708145835245 t01_SEC_870
ID=305 0.40262354698357034 0.32503276539973786 t03_SEC_2760
ID=306 0.4026073619631902 0.318265453279626 t03_SEC_2790
ID=309 0.4026073619631902 0.304022450888681 t03_SEC_2880
ID=311 0.4026073619631902 0.3243721433135106 t03_SEC_2940
ID=310 0.4026073619631902 0.31213983864771416 t03_SEC_2910
ID=41 0.396779087408099 0.3294139177380244 t01_SEC_1200
ID=317 0.4026073619631902 0.3291394595742422 t03_SEC_3120
ID=318 0.4026073619631902 0.3197903014416776 t03_SEC_3150
ID=288 0.4026073619631902 0.3220936084549572 t03_SEC_2250
ID=50 0.4088206144697721 0.3229849595063633 t01_SEC_1470
ID=55 0.4088206144697721 0.3229849595063633 t01_SEC_1620
ID=54 0.4088206144697721 0.32052815385351385 t01_SEC_1590
ID=53 0.40262636273538155 0.32421969513670457 t01_SEC_1560
ID=52 0.40262636273538155 0.3318803249455122 t01_SEC_1530
ID=297 0.40262354698357034 0.3194574138693665 t03_SEC_2520
ID=58 0.4088206144697721 0.32197344957400437 t01_SEC_1710
ID=298 0.40262354698357034 0.3194574138693665 t03_SEC_2550
ID=299 0.4091174751607247 0.32712632108706596 t03_SEC_2580
ID=300 0.4091174751607247 0.32712632108706596 t03_SEC_2610
ID=63 0.4026108704935033 0.3295221928204104 t01_SEC_1860
ID=301 0.4091174751607247 0.33348491738669095 t03_SEC_2640
ID=302 0.4091174751607247 0.3421773004843125 t03_SEC_2670
ID=61 0.4026108704935033 0.32152842497670087 t01_SEC_1800
ID=303 0.4091174751607247 0.32503276539973786 t03_SEC_2700
ID=64 0.4026108704935033 0.3109059995142094 t01_SEC_1890
ID=65 0.4026108704935033 0.3245294323231315 t01_SEC_1920
ID=76 0.40262636273538155 0.32407186770242574 t01_SEC_2250
ID=77 0.40262636273538155 0.32174414137533613 t01_SEC_2280
ID=78 0.4088206144697721 0.3097745794214364 t01_SEC_2310
ID=79 0.4088206144697721 0.3258145363408521 t01_SEC_2340
ID=73 0.4088206144697721 0.3243721433135106 t01_SEC_2160
ID=74 0.4088206144697721 0.3243721433135106 t01_SEC_2190
ID=75 0.4088206144697721 0.3109601492608716 t01_SEC_2220
ID=84 0.3965107057890563 0.3318803249455122 t01_SEC_2490
ID=87 0.4026108704935033 0.3282112486946143 t01_SEC_2580
ID=86 0.4026108704935033 0.32692688725975827 t01_SEC_2550
ID=81 0.3965107057890563 0.3194574138693665 t01_SEC_2400
ID=83 0.3965107057890563 0.3318803249455122 t01_SEC_2460
ID=82 0.3965107057890563 0.3305866679824345 t01_SEC_2430
ID=93 0.3965107057890563 0.3038647801728231 t01_SEC_2760
ID=92 0.4026108704935033 0.3110126761227086 t01_SEC_2730
ID=95 0.4026108704935033 0.31838956503877164 t01_SEC_2820
ID=94 0.3965107057890563 0.3094718684998224 t01_SEC_2790
ID=89 0.4026108704935033 0.3111612175873732 t01_SEC_2640
ID=88 0.4026108704935033 0.3111612175873732 t01_SEC_2610
ID=91 0.4026108704935033 0.3133929394414232 t01_SEC_2700
ID=98 0.4026108704935033 0.32883763046275555 t01_SEC_2910
ID=99 0.4087110351979503 0.32152842497670087 t01_SEC_2940
ID=96 0.4026108704935033 0.3327440989913694 t01_SEC_2850
ID=97 0.4026108704935033 0.32712632108706596 t01_SEC_2880
ID=110 0.40262636273538155 0.3267336389349459 t02_SEC_90
ID=111 0.40262636273538155 0.32654629273914715 t02_SEC_120
ID=109 0.3965107057890563 0.3192338387869114 t02_SEC_60
ID=105 0.4087110351979503 0.32407186770242574 t01_SEC_3120
ID=117 0.4088206144697721 0.32163466086462966 t02_SEC_300
ID=116 0.4088206144697721 0.32801331636150005 t02_SEC_270
ID=125 0.4026108704935033 0.32531215614983494 t02_SEC_540
ID=124 0.4026108704935033 0.32531215614983494 t02_SEC_510
ID=123 0.4026108704935033 0.3229849595063633 t02_SEC_480
ID=122 0.4026108704935033 0.3229849595063633 t02_SEC_450
ID=121 0.4026108704935033 0.3284321156081047 t02_SEC_420
ID=137 0.3965107057890563 0.3194574138693665 t02_SEC_900
ID=141 0.40262636273538155 0.3193805952092911 t02_SEC_1020
ID=143 0.40262636273538155 0.32174414137533613 t02_SEC_1080
ID=142 0.40262636273538155 0.3282112486946143 t02_SEC_1050
ID=129 0.4026108704935033 0.32407186770242574 t02_SEC_660
ID=128 0.4026108704935033 0.32905879506411806 t02_SEC_630
ID=130 0.4026108704935033 0.3229849595063633 t02_SEC_690
ID=134 0.3965107057890563 0.31953667182585255 t02_SEC_810
ID=152 0.4087110351979503 0.31930610494209594 t02_SEC_1350
ID=155 0.4026108704935033 0.32469179645883006 t02_SEC_1440
ID=156 0.4026108704935033 0.32197344957400437 t02_SEC_1470
ID=157 0.4026108704935033 0.32197344957400437 t02_SEC_1500
ID=158 0.4026108704935033 0.3295221928204104 t02_SEC_1530
ID=159 0.3965107057890563 0.3295221928204104 t02_SEC_1560
ID=145 0.40262636273538155 0.3295221928204104 t02_SEC_1140
ID=147 0.4088206144697721 0.32712632108706596 t02_SEC_1200
ID=148 0.4088206144697721 0.3207184092366902 t02_SEC_1230
ID=149 0.4088206144697721 0.3194574138693665 t02_SEC_1260
ID=150 0.4087110351979503 0.3231175952217762 t02_SEC_1290
ID=151 0.4087110351979503 0.31930610494209594 t02_SEC_1320
ID=170 0.4026108704935033 0.32531215614983494 t02_SEC_1890
ID=169 0.4026108704935033 0.32531215614983494 t02_SEC_1860
ID=168 0.3965107057890563 0.31930610494209594 t02_SEC_1830
ID=175 0.4087110351979503 0.32407186770242574 t02_SEC_2040
ID=173 0.4026108704935033 0.32421969513670457 t02_SEC_1980
ID=172 0.4026108704935033 0.32421969513670457 t02_SEC_1950
ID=163 0.4026108704935033 0.33290903750122397 t02_SEC_1680
ID=162 0.3965107057890563 0.3133261529423284 t02_SEC_1650
ID=161 0.3965107057890563 0.31953667182585255 t02_SEC_1620
ID=164 0.4026108704935033 0.33290903750122397 t02_SEC_1710
ID=184 0.39668442865600945 0.32883763046275555 t02_SEC_2310
ID=178 0.41481119990239734 0.3355079217148183 t02_SEC_2130
ID=179 0.41481119990239734 0.31453708346628984 t02_SEC_2160
ID=176 0.4087110351979503 0.32514961594646813 t02_SEC_2070
ID=177 0.4087110351979503 0.32261037883675914 t02_SEC_2100
ID=180 0.40260509177027826 0.3296346162774502 t02_SEC_2190
ID=181 0.40260509177027826 0.32249273255813954 t02_SEC_2220
ID=204 0.4026108704935033 0.3243721433135106 t02_SEC_2910
ID=203 0.4026108704935033 0.32392845406318954 t02_SEC_2880
ID=202 0.4026108704935033 0.32378925944770803 t02_SEC_2850
ID=197 0.3965107057890563 0.3282112486946143 t02_SEC_2700
ID=220 0.4088206144697721 0.32547971824143795 t03_SEC_210
ID=221 0.4088206144697721 0.32654629273914715 t03_SEC_240
ID=223 0.40262636273538155 0.32801331636150005 t03_SEC_300
ID=216 0.40262636273538155 0.32801331636150005 t03_SEC_90
ID=218 0.40262636273538155 0.3295221928204104 t03_SEC_150
ID=219 0.40262636273538155 0.32801331636150005 t03_SEC_180
ID=208 0.4087110351979503 0.3231175952217762 t02_SEC_3030
ID=239 0.39643211100099107 0.3286601961690546 t03_SEC_780
ID=237 0.40262636273538155 0.32618825722274003 t03_SEC_720
ID=236 0.4088206144697721 0.32618825722274003 t03_SEC_690
ID=235 0.4088206144697721 0.3222176759410802 t03_SEC_660
ID=234 0.4088206144697721 0.3222176759410802 t03_SEC_630
ID=233 0.4088206144697721 0.3109601492608716 t03_SEC_600
ID=232 0.4088206144697721 0.3109601492608716 t03_SEC_570
ID=231 0.4088206144697721 0.3109601492608716 t03_SEC_540
ID=230 0.4088206144697721 0.32174414137533613 t03_SEC_510
ID=229 0.4088206144697721 0.33161026041158687 t03_SEC_480
ID=228 0.40262636273538155 0.32052815385351385 t03_SEC_450
ID=227 0.40262636273538155 0.3267336389349459 t03_SEC_420
ID=226 0.40262636273538155 0.3267336389349459 t03_SEC_390
ID=225 0.40262636273538155 0.32531215614983494 t03_SEC_360
ID=224 0.40262636273538155 0.32905879506411806 t03_SEC_330
ID=254 0.40261701056869653 0.3284321156081047 t03_SEC_1230
ID=255 0.40261701056869653 0.32337931382951846 t03_SEC_1260
ID=251 0.39632611977856064 0.3109059995142094 t03_SEC_1140
ID=246 0.40261701056869653 0.3192338387869114 t03_SEC_990
###############################################################
