###############################################################
# Settings:
# de.lmu.ifi.dbs.elki.workflow.InputStep
# -db StaticArrayDatabase
# 
# de.lmu.ifi.dbs.elki.database.StaticArrayDatabase
# -dbc FileBasedDatabaseConnection
# 
# de.lmu.ifi.dbs.elki.datasource.FileBasedDatabaseConnection
# -dbc.in /Users/BOX/Desktop/OS/proj/z/Analysis/cluster/hd/COP.csv
# -dbc.parser DoubleVectorLabelParser
# 
# de.lmu.ifi.dbs.elki.datasource.parser.DoubleVectorLabelParser
# -parser.colsep \s+
# -parser.quote "
# -parser.labelIndices [unset]
# 
# de.lmu.ifi.dbs.elki.datasource.FileBasedDatabaseConnection
# -dbc.filter [unset]
# 
# de.lmu.ifi.dbs.elki.database.StaticArrayDatabase
# -db.index [unset]
# 
# de.lmu.ifi.dbs.elki.workflow.AlgorithmStep
# -algorithm clustering.EM
# 
# de.lmu.ifi.dbs.elki.algorithm.clustering.EM
# -em.k 3
# -em.delta 0.0
# -em.seed [unset]
# 
# de.lmu.ifi.dbs.elki.workflow.EvaluationStep
# -evaluator [unset]
###############################################################
# Cluster: Cluster 1
# Serialization class: de.lmu.ifi.dbs.elki.data.model.EMModel
# Cluster Mean: 0.4020898755214845 0.3163876241620588
# Mean: 0.4020898755214845 0.3163876241620588
# Covariance Matrix: [
#  [ 0.00002952, 0.00000230 ]
#  [ 0.00000230, 0.00000169 ]
# ]
ID=103 0.41481119990239734 0.3180016591390912 t01_SEC_3060
ID=100 0.4087110351979503 0.31570639305445936 t01_SEC_2970
ID=101 0.41481119990239734 0.3169047393813263 t01_SEC_3000
ID=108 0.4026108704935033 0.3169047393813263 t02_SEC_30
ID=106 0.4087110351979503 0.3180016591390912 t01_SEC_3150
ID=107 0.4026108704935033 0.3157249893972951 t02_SEC_0
ID=119 0.40262636273538155 0.3157639057566189 t02_SEC_360
ID=118 0.40262636273538155 0.31574415155719276 t02_SEC_330
ID=115 0.4088206144697721 0.3168685927306617 t02_SEC_240
ID=114 0.4088206144697721 0.3168685927306617 t02_SEC_210
ID=113 0.40262636273538155 0.3145392235106333 t02_SEC_180
ID=112 0.40262636273538155 0.3145392235106333 t02_SEC_150
ID=127 0.4026108704935033 0.31570639305445936 t02_SEC_600
ID=126 0.4026108704935033 0.31805425631431244 t02_SEC_570
ID=120 0.4026108704935033 0.3157639057566189 t02_SEC_390
ID=138 0.3965107057890563 0.31574415155719276 t02_SEC_930
ID=140 0.40262636273538155 0.31574415155719276 t02_SEC_990
ID=131 0.4026108704935033 0.3157639057566189 t02_SEC_720
ID=133 0.3965107057890563 0.31702001188825046 t02_SEC_780
ID=132 0.4026108704935033 0.3157639057566189 t02_SEC_750
ID=153 0.4026108704935033 0.3182218740820523 t02_SEC_1380
ID=154 0.4026108704935033 0.3182218740820523 t02_SEC_1410
ID=144 0.40262636273538155 0.3157249893972951 t02_SEC_1110
ID=146 0.4088206144697721 0.3181642884689549 t02_SEC_1170
ID=171 0.4026108704935033 0.31805425631431244 t02_SEC_1920
ID=174 0.4026108704935033 0.3156883378322734 t02_SEC_2010
ID=167 0.3965107057890563 0.3157249893972951 t02_SEC_1800
ID=187 0.39076376554174064 0.3169047393813263 t02_SEC_2400
ID=190 0.4026108704935033 0.3169047393813263 t02_SEC_2490
ID=191 0.4026108704935033 0.31805425631431244 t02_SEC_2520
ID=188 0.39076376554174064 0.3145381377492021 t02_SEC_2430
ID=205 0.4026108704935033 0.3169419900115252 t02_SEC_2940
ID=207 0.4087110351979503 0.3157842798638181 t02_SEC_3000
ID=206 0.4087110351979503 0.3157842798638181 t02_SEC_2970
ID=201 0.4026108704935033 0.315653758947228 t02_SEC_2820
ID=196 0.3965107057890563 0.3181642884689549 t02_SEC_2670
ID=193 0.3965107057890563 0.31574415155719276 t02_SEC_2580
ID=192 0.4026108704935033 0.31574415155719276 t02_SEC_2550
ID=194 0.3965107057890563 0.3157842798638181 t02_SEC_2610
ID=222 0.4088206144697721 0.3157249893972951 t03_SEC_270
ID=217 0.40262636273538155 0.3181642884689549 t03_SEC_120
ID=212 0.3966107806021273 0.3181642884689549 t02_SEC_3150
ID=213 0.3906015263505799 0.3169803959816639 t03_SEC_0
ID=211 0.3966107806021273 0.3145381377492021 t02_SEC_3120
ID=238 0.40262636273538155 0.3170608958228485 t03_SEC_750
ID=247 0.40261701056869653 0.3169419900115252 t03_SEC_1020
ID=244 0.39643211100099107 0.3157842798638181 t03_SEC_930
ID=245 0.39643211100099107 0.31337698783910195 t03_SEC_960
ID=243 0.3902378592666006 0.3157842798638181 t03_SEC_900
ID=240 0.39643211100099107 0.3169803959816639 t03_SEC_810
ID=241 0.39643211100099107 0.3145426844252224 t03_SEC_840
###############################################################
