170 174.50 66.64 150.56 155.65 162.12 170.76 190.77 187.25 175.80 67.12 151.62 156.74 163.26 171.96 192.11 188.54 177.19 67.61 152.74 157.90 164.46 173.24 193.53 189.94
180 174.52 66.65 150.58 155.67 162.13 170.78 190.80 187.27 175.80 67.12 151.62 156.74 163.26 171.96 192.11 188.54 177.21 67.62 152.75 157.91 164.48 173.25 193.55 189.96
190 174.54 66.66 150.60 155.68 162.16 170.81 190.82 187.29 175.89 67.12 151.69 156.81 163.33 172.05 192.20 188.63 177.22 67.63 152.77 157.93 164.49 173.27 193.57 189.98
200 174.56 66.67 150.62 155.71 162.18 170.83 190.85 187.31 175.90 67.15 151.70 156.83 163.34 172.06 192.22 188.65 177.25 67.64 152.79 157.95 164.52 173.29 193.60 190.01
210 174.59 66.68 150.64 155.73 162.20 170.85 190.88 187.34 175.94 67.16 151.73 156.85 163.37 172.09 192.25 188.68 177.28 67.64 152.81 157.97 164.54 173.32 193.62 190.03
220 174.62 66.69 150.67 155.76 162.23 170.89 190.91 187.37 175.96 67.17 151.74 156.87 163.39 172.11 192.27 188.70 177.31 67.65 152.84 158.00 164.57 173.34 193.65 190.06
230 174.64 66.70 150.68 155.77 162.24 170.90 190.92 187.38 175.98 67.18 151.76 156.89 163.41 172.12 192.29 188.72 177.33 67.66 152.86 158.02 164.59 173.37 193.68 190.09
240 174.67 66.70 150.70 155.79 162.27 170.93 190.96 187.42 176.00 67.18 151.78 156.91 163.43 172.15 192.32 188.74 177.35 67.67 152.87 158.03 164.60 173.38 193.69 190.11
250 174.70 66.71 150.72 155.82 162.29 170.95 190.98 187.44 176.03 67.19 151.80 156.93 163.46 172.18 192.35 188.77 177.38 67.68 152.89 158.06 164.63 173.41 193.72 190.14
260 174.71 66.72 150.74 155.83 162.31 170.96 191.00 187.46 176.06 67.20 151.82 156.95 163.47 172.19 192.37 188.79 177.40 67.69 152.91 158.07 164.64 173.42 193.74 190.15
270 174.73 66.73 150.75 155.84 162.32 170.98 191.01 187.47 176.09 67.21 151.84 156.98 163.50 172.22 192.40 188.83 177.40 67.69 152.91 158.08 164.65 173.43 193.75 190.16
280 174.76 66.73 150.77 155.87 162.35 171.01 191.04 187.50 176.11 67.22 151.86 156.99 163.51 172.23 192.42 188.85 177.45 67.70 152.95 158.11 164.68 173.47 193.79 190.21
290 174.78 66.75 150.79 155.89 162.37 171.03 191.07 187.53 176.13 67.23 151.88 157.01 163.54 172.27 192.45 188.87 177.47 67.71 152.97 158.13 164.71 173.49 193.82 190.23
300 174.81 66.76 150.82 155.91 162.39 171.06 191.10 187.56 176.16 67.24 151.91 157.04 163.57 172.29 192.48 188.90 177.51 67.72 153.00 158.16 164.73 173.52 193.86 190.27
310 174.84 66.76 150.84 155.93 162.42 171.08 191.12 187.58 176.18 67.25 151.92 157.05 163.58 172.31 192.50 188.92 177.52 67.73 153.00 158.17 164.75 173.54 193.87 190.28
320 174.85 66.77 150.85 155.95 162.43 171.10 191.14 187.60 176.21 67.25 151.94 157.08 163.61 172.33 192.53 188.95 177.55 67.74 153.03 158.20 164.78 173.56 193.90 190.31
330 174.88 66.78 150.87 155.97 162.45 171.12 191.17 187.63 176.22 67.26 151.96 157.09 163.62 172.35 192.54 188.96 177.57 67.75 153.05 158.22 164.79 173.58 193.92 190.34
340 174.90 66.79 150.89 155.99 162.47 171.14 191.19 187.65 176.25 67.27 151.98 157.11 163.65 172.38 192.57 188.99 177.59 67.75 153.06 158.23 164.81 173.60 193.94 190.36
350 174.93 66.80 150.91 156.01 162.50 171.17 191.22 187.68 176.27 67.28 151.99 157.13 163.66 172.39 192.59 189.01 177.62 67.76 153.08 158.25 164.83 173.62 193.96 190.38
360 174.95 66.81 150.93 156.03 162.51 171.18 191.24 187.69 176.30 67.29 152.02 157.15 163.69 172.42 192.62 189.04 177.62 67.77 153.09 158.26 164.84 173.63 193.97 190.39
370 174.97 66.81 150.95 156.05 162.54 171.21 191.27 187.72 176.32 67.30 152.04 157.17 163.71 172.44 192.65 189.06 177.67 67.77 153.10 158.30 164.85 173.64 194.02 190.44
380 175.00 66.82 150.97 156.07 162.55 171.23 191.29 187.74 176.34 67.30 152.05 157.19 163.73 172.46 192.66 189.08 177.69 67.79 153.15 158.32 164.90 173.69 194.05 190.47
390 175.02 66.83 150.99 156.09 162.58 171.25 191.31 187.77 176.37 67.32 152.07 157.21 163.75 172.48 192.69 189.11 177.72 67.80 153.17 158.34 164.92 173.72 194.07 190.49
400 175.05 66.84 151.01 156.11 162.60 171.27 191.34 187.79 176.39 67.32 152.09 157.23 163.76 172.50 192.71 189.13 177.73 67.80 153.18 158.35 164.94 173.73 194.09 190.51
410 175.07 66.85 151.02 156.13 162.62 171.29 191.36 187.81 176.39 67.33 152.09 157.23 163.76 172.50 192.71 189.13 177.76 67.81 153.20 158.38 164.96 173.76 194.12 190.54
420 175.09 66.86 151.04 156.14 162.63 171.31 191.38 187.83 176.39 67.33 152.09 157.23 163.76 172.50 192.71 189.13 177.78 67.82 153.22 158.39 164.98 173.78 194.14 190.56
430 175.11 66.87 151.06 156.16 162.66 171.33 191.41 187.86 176.46 67.33 152.15 157.29 163.82 172.56 192.78 189.20 177.82 67.83 153.25 158.42 165.01 173.81 194.17 190.60
440 175.14 66.87 151.09 156.19 162.68 171.36 191.44 187.89 176.50 67.36 152.18 157.32 163.85 172.60 192.82 189.23 177.84 67.84 153.27 158.44 165.03 173.83 194.20 190.62
450 175.17 66.88 151.10 156.21 162.70 171.38 191.46 187.91 176.51 67.37 152.19 157.33 163.87 172.61 192.83 189.25 177.87 67.85 153.29 158.47 165.05 173.86 194.23 190.65
460 175.19 66.89 151.12 156.23 162.72 171.40 191.49 187.93 176.54 67.37 152.21 157.35 163.89 172.64 192.86 189.27 177.88 67.86 153.30 158.48 165.07 173.87 194.24 190.67
470 175.21 66.90 151.14 156.25 162.75 171.43 191.51 187.96 176.57 67.38 152.23 157.37 163.92 172.66 192.89 189.30 177.91 67.86 153.32 158.50 165.09 173.89 194.26 190.69
480 175.25 66.91 151.16 156.27 162.76 171.44 191.53 187.98 176.59 67.39 152.25 157.40 163.94 172.68 192.91 189.33 177.94 67.87 153.34 158.52 165.11 173.92 194.29 190.72
490 175.26 66.92 151.18 156.29 162.78 171.47 191.56 188.00 176.61 67.40 152.27 157.41 163.95 172.70 192.93 189.34 177.95 67.88 153.36 158.54 165.13 173.93 194.31 190.74
500 175.29 66.93 151.20 156.32 162.81 171.49 191.59 188.04 176.64 67.41 152.29 157.43 163.98 172.73 192.96 189.37 177.97 67.89 153.37 158.55 165.14 173.95 194.33 190.76
510 175.31 66.94 151.22 156.33 162.82 171.51 191.61 188.06 176.66 67.42 152.31 157.45 163.99 172.74 192.98 189.39 178.00 67.90 153.40 158.58 165.17 173.98 194.36 190.79
520 175.34 66.94 151.24 156.35 162.85 171.54 191.64 188.08 176.69 67.43 152.33 157.48 164.02 172.77 193.01 189.42 178.03 67.91 153.42 158.60 165.19 174.00 194.39 190.82
530 175.36 66.95 151.26 156.37 162.87 171.56 191.66 188.10 176.71 67.44 152.35 157.49 164.04 172.79 193.04 189.44 178.05 67.92 153.44 158.62 165.21 174.03 194.41 190.84
